yfips,year,fips,state,county_name,total_pop,total_pop_15to64,female_pop_15to64,male_pop_15to64,aapi_pop_15to64,black_pop_15to64,latinx_pop_15to64,native_pop_15to64,white_pop_15to64,urbanicity,region,division,commuting_zone,metro_area,land_area,total_jail_pop,female_jail_pop,male_jail_pop,female_adult_jail_pop,female_juvenile_jail_pop,male_adult_jail_pop,male_juvenile_jail_pop,aapi_jail_pop,black_jail_pop,latinx_jail_pop,native_jail_pop,white_jail_pop,other_race_jail_pop,total_jail_pretrial,total_jail_from_prison,total_jail_from_other_jail,total_jail_from_fed,total_jail_from_bia,total_jail_from_bop,total_jail_from_ice,total_jail_from_marshals,total_jail_from_other_fed,jail_rated_capacity,private_jail_flag,regional_jail_flag,total_jail_adm,total_jail_dis,total_jail_pop_dcrp,female_jail_pop_dcrp,male_jail_pop_dcrp,total_jail_adm_dcrp,female_jail_adm_dcrp,male_jail_adm_dcrp,total_prison_pop,female_prison_pop,male_prison_pop,aapi_prison_pop,black_prison_pop,latinx_prison_pop,native_prison_pop,other_race_prison_pop,white_prison_pop,aapi_female_prison_pop,aapi_male_prison_pop,black_female_prison_pop,black_male_prison_pop,latinx_female_prison_pop,latinx_male_prison_pop,native_female_prison_pop,native_male_prison_pop,other_race_female_prison_pop,other_race_male_prison_pop,white_female_prison_pop,white_male_prison_pop,total_prison_adm,female_prison_adm,male_prison_adm,aapi_prison_adm,black_prison_adm,latinx_prison_adm,native_prison_adm,other_race_prison_adm,white_prison_adm,aapi_female_prison_adm,aapi_male_prison_adm,black_female_prison_adm,black_male_prison_adm,latinx_female_prison_adm,latinx_male_prison_adm,native_female_prison_adm,native_male_prison_adm,other_race_female_prison_adm,other_race_male_prison_adm,white_female_prison_adm,white_male_prison_adm,total_jail_pop_rate,female_jail_pop_rate,male_jail_pop_rate,aapi_jail_pop_rate,black_jail_pop_rate,latinx_jail_pop_rate,native_jail_pop_rate,white_jail_pop_rate,total_jail_adm_rate,total_jail_pretrial_rate,total_prison_pop_rate,female_prison_pop_rate,male_prison_pop_rate,aapi_prison_pop_rate,black_prison_pop_rate,latinx_prison_pop_rate,native_prison_pop_rate,white_prison_pop_rate,total_prison_adm_rate,female_prison_adm_rate,male_prison_adm_rate,aapi_prison_adm_rate,black_prison_adm_rate,latinx_prison_adm_rate,native_prison_adm_rate,white_prison_adm_rate
201522013,2015,22013,LA,Bienville Parish,13826,8550,4352,4198,31,3723,144,36,4616,rural,South,West South Central,314,,811.28,47,0,50,0,0,50,0,0,34,2.76,0,13,0,30,0,0,0,0,0,0,0,0,53,0,0,884,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.71,0,1191.04,0,913.24,1916.67,0,281.63,10339.18,350.88,,,,,,,,,,,,,,,,
201622013,2016,22013,LA,Bienville Parish,13780,8481,4339,4142,22,3667,152,37,4603,rural,South,West South Central,314,,811.28,47,0,50,0,0,50,0,0,34,2.76,0,13,0,30,0,0,0,0,0,0,0,0,53,0,0,884,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.18,0,1207.15,0,927.19,1815.79,0,282.42,10423.3,353.73,,,,,,,,,,,,,,,,
201722013,2017,22013,LA,Bienville Parish,13639,8356,4273,4083,30,3618,155,35,4518,rural,South,West South Central,314,,811.28,47,0,50,0,0,50,0,0,34,2.76,0,13,0,30,0,0,0,0,0,0,0,0,53,0,0,884,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.47,0,1224.59,0,939.75,1780.65,0,287.74,10579.22,359.02,,,,,,,,,,,,,,,,
201822013,2018,22013,LA,Bienville Parish,13308,8075,4115,3960,24,3511,164,31,4345,rural,South,West South Central,314,,811.28,47,0,50,0,0,50,0,0,34,2.76,0,13,0,30,0,0,0,0,0,0,0,0,53,0,0,884,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.04,0,1262.63,0,968.39,1682.93,0,299.19,10947.37,371.52,,,,,,,,,,,,,,,,
199022015,1990,22015,LA,Bossier Parish,85957,57272,29229,28043,665,10319,1188,213,44887,small/mid,South,West South Central,23,43340,840.23,176.8,14.33,156.2,14.33,0,153.2,3,0,90.46,3.67,0,76.5,,62.8,47,10.4,0.4,0,,0,0.4,0,189.8,0,0,6159.6,5934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.7,49.03,557,0,876.64,308.92,0,170.43,10754.99,109.65,,,,,,,,,,,,,,,,
199122015,1991,22015,LA,Bossier Parish,86404,57232,29192,28040,710,10418,1244,227,44633,small/mid,South,West South Central,23,43340,840.23,173.2,15.5,151.8,15.5,0,151.8,0,0,88.02,4,0,76.68,,69.2,0,15.6,0.6,0,,0,0.6,0,182.2,0,0,5822.9,5438.5,,,,,,,310,16,294,,162,0,0,0,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.63,53.1,541.37,0,844.88,321.54,0,171.8,10174.2,120.91,541.66,54.81,1048.5,,1555,0,0,331.59,,,,,,,,
199222015,1992,22015,LA,Bossier Parish,87086,57482,29287,28195,745,10618,1318,237,44564,small/mid,South,West South Central,23,43340,840.23,173.6,11.67,160.4,11.67,0,160.4,0,1,105.93,4.33,0,61,,90.6,0,20.8,0.8,0,,0,0.8,0,174.6,0,0,6350.49,5768.43,,,,,,,298,16,282,,168,0,0,0,130,,,,,,,,,,,,,143,12,131,,84,0,0,0,59,,,,,,,,,,,,,302.01,39.85,568.9,134.23,997.65,328.53,0,136.88,11047.79,157.61,518.42,54.63,1000.18,,1582.22,0,0,291.72,248.77,40.97,464.62,,791.11,0,0,132.39
199322015,1993,22015,LA,Bossier Parish,88914,58693,29885,28808,796,11005,1372,248,45272,small/mid,South,West South Central,23,43340,840.23,171,13.83,172,13.83,0,162,10,0,100.16,4.67,0,68.25,,88,31,26,1,0,0,0,1,0,167,0,0,6878.07,6098.36,,,,,,,298,21,277,,186,0,0,0,112,,,,,,,,,,,,,154,11,143,,101,0,0,0,53,,,,,,,,,,,,,291.35,46.28,597.06,0,910.13,340.38,0,150.76,11718.72,149.93,507.73,70.27,961.54,,1690.14,0,0,247.39,262.38,36.81,496.39,,917.76,0,0,117.07
199422015,1994,22015,LA,Bossier Parish,90714,59933,30450,29483,848,11384,1469,272,45960,small/mid,South,West South Central,23,43340,840.23,166,16,151,16,0,151,0,0.78,100,5.32,0,65,,113.5,51,29,1,0,0,0,0.83,0,167,0,0,7405.66,6428.29,,,,,,,386,40,346,,247,0,0,0,139,,,,,,,,,,,,,210,25,185,,138,0,0,0,72,,,,,,,,,,,,,276.98,52.55,512.16,91.98,878.43,362.15,0,141.43,12356.56,189.38,644.05,131.36,1173.56,,2169.71,0,0,302.44,350.39,82.1,627.48,,1212.23,0,0,156.66
199522015,1995,22015,LA,Bossier Parish,92640,61239,31111,30128,908,11793,1572,282,46684,small/mid,South,West South Central,23,43340,840.23,254,21,275,21,0,274,1,1.36,173,8,1,114,,139,71,32,1,0,0,0,0.67,0,331,0,0,7933.24,6758.21,,,,,,,428,44,384,,275,0,0,0,153,,,,,,,,,,,,,219,19,200,,139,0,0,0,80,,,,,,,,,,,,,414.77,67.5,912.77,149.78,1466.97,508.91,354.61,244.2,12954.56,226.98,698.9,141.43,1274.56,,2331.89,0,0,327.74,357.62,61.07,663.83,,1178.67,0,0,171.36
199622015,1996,22015,LA,Bossier Parish,94632,62723,31807,30916,968,12259,1685,309,47502,small/mid,South,West South Central,23,43340,840.23,331,32,301,32,0,301,0,1.24,191.57,8.09,1.03,125.33,,167.5,91,35,1,0,0,0,0.5,0,331,0,0,8460.83,7088.14,,,,,,,484,40,444,,314,0,0,0,170,,,,,,,,,,,,,282,30,252,,179,0,0,0,103,,,,,,,,,,,,,527.72,100.61,973.61,128.1,1562.69,480.12,333.33,263.84,13489.2,267.05,771.65,125.76,1436.15,,2561.38,0,0,357.88,449.6,94.32,815.11,,1460.15,0,0,216.83
199722015,1997,22015,LA,Bossier Parish,96659,64304,32343,31961,1022,12728,1831,324,48399,small/mid,South,West South Central,23,43340,840.23,366,32,334,32,0,331,3,1,191,7,0.98,167,,196,111,38,1,0,0,0,0.33,0,331,0,0,8988.41,7418.07,,,,,,,551,57,494,,342,0,0,0,209,,,,,,,,,,,,,326,49,277,,187,0,0,0,139,,,,,,,,,,,,,569.17,98.94,1045.02,97.85,1500.63,382.3,302.47,345.05,13978,304.8,856.87,176.24,1545.63,,2686.99,0,0,431.83,506.97,151.5,866.68,,1469.2,0,0,287.2
199822015,1998,22015,LA,Bossier Parish,95878,63376,32167,31209,1016,12640,1836,335,47549,small/mid,South,West South Central,23,43340,840.23,397,27,378,27,0,377,1,2,204,7,1.09,192,,211,131,41,1,0,0,0,0.17,0,371,0,0,9516,7748,,,,,,,597,72,525,,369,0,0,0,228,,,,,,,,,,,,,343,51,292,,188,0,0,0,155,,,,,,,,,,,,,626.42,83.94,1211.19,196.85,1613.92,381.26,325.37,403.79,15015.15,332.93,942,223.83,1682.21,,2919.3,0,0,479.51,541.21,158.55,935.63,,1487.34,0,0,325.98
199922015,1999,22015,LA,Bossier Parish,97284,64415,32611,31804,1057,12992,1942,353,48071,small/mid,South,West South Central,23,43340,840.23,393,32,359,32,0,352,7,2.25,203,7,1.01,181,0,210,132.45,8,0,0,0,0,0,0,401,0,0,8892,6916,,,,,,,628,76,552,,371,,,,256,,,,,,,,,,,,,347,42,305,,195,,,,151,,,,,,,,,,,,,610.11,98.13,1128.79,212.87,1562.5,360.45,286.12,376.53,13804.24,326.01,974.93,233.05,1735.63,,2855.6,,,532.55,538.69,128.79,959,,1500.92,,,314.12
200022015,2000,22015,LA,Bossier Parish,99658,66194,33401,32793,1150,13589,2051,351,49053,small/mid,South,West South Central,23,43340,840.23,392.83,23.67,373.34,23.67,0,369.17,4.17,2.6,205.17,8.09,0.98,184.17,0,205.33,249.57,1.67,5,0,0,0,5.67,0,405,0,0,10018.67,8710,431,22,409,10171,1706,8465,,,,,,,,,,,,,,,,,,,,,,308,32,276,0,193,0,0,0,115,,,,,,,,,,,,,593.45,70.87,1138.47,226.09,1509.82,394.44,279.2,375.45,15135.31,310.19,,,,,,,,,465.3,95.81,841.64,0,1420.27,0,0,234.44
200122015,2001,22015,LA,Bossier Parish,100986,67321,34010,33311,1189,13989,2307,388,49448,small/mid,South,West South Central,23,43340,840.23,404.67,21.33,397.66,21.33,0,394.33,3.33,3.1,222.33,9.17,1,186.33,0,235.67,230.68,5.33,5,0,0,0,11.33,0,445,0,0,9221.33,7800,200,19,181,10239,2065,8174,,,,,,,,,,,,,,,,,,,,,,368,36,332,0,201,0,0,0,167,,,,,,,,,,,,,601.11,62.72,1193.78,260.72,1589.32,397.49,257.73,376.82,13697.55,350.07,,,,,,,,,546.63,105.85,996.67,0,1436.84,0,0,337.73
200222015,2002,22015,LA,Bossier Parish,102227,68149,34586,33563,1242,14375,2508,409,49615,small/mid,South,West South Central,23,43340,840.23,424.5,19,402,19,0,398.5,3.5,3.11,259.5,15.26,0.95,144.5,1,269,197.8,2,17,0,0,0,17,0,445,0,0,8788,9074,430,12,418,9232,1661,7571,,,,,,,,,,,,,,,,,,,,,,408,59,349,,237,,,,170,,,,,,,,,,,,,622.9,54.94,1197.75,250.4,1805.22,608.45,232.27,291.24,12895.27,394.72,,,,,,,,,598.69,170.59,1039.84,,1648.7,,,342.64
200322015,2003,22015,LA,Bossier Parish,103088,68528,35047,33481,1239,14598,2658,394,49639,small/mid,South,West South Central,23,43340,840.23,421.33,18.67,407.34,18.67,0,402.67,4.67,2.95,232.67,9.34,0.9,184.67,1,287.33,185.92,2.67,18,0,0,0,18,0,445,0,0,8718.67,10452,462,13,449,10885,2611,8274,,,,,,,,,,,,,,,,,,,,,,363,63,300,,202,,,,160,,,,,,,,,,,,,614.83,53.27,1216.63,238.1,1593.85,351.39,228.43,372.03,12722.78,419.29,,,,,,,,,529.71,179.76,896.03,,1383.75,,,322.33
200422015,2004,22015,LA,Bossier Parish,105435,70299,35718,34581,1284,14992,2939,427,50657,small/mid,South,West South Central,23,43340,840.23,445.17,9.33,426.66,9.33,0,425.83,0.83,2.8,238.83,10.43,0.86,188.83,1.04,279.67,99.03,3.33,0,0,0,0,0,0,441,0,0,15929.33,16770,731,61,670,12201,2626,9575,,,,,,,,,,,,,,,,,,,,,,389,43,346,0,214,0,0,0,175,,,,,,,,,,,,,633.25,26.12,1233.8,218.07,1593.05,354.88,201.41,372.76,22659.4,397.83,,,,,,,,,553.35,120.39,1000.55,0,1427.43,0,0,345.46
200522015,2005,22015,LA,Bossier Parish,107477,71745,36387,35358,1349,15362,3220,407,51407,small/mid,South,West South Central,23,43340,840.23,769,120,779,120,0,776,3,5.59,549,19.51,1.74,330,2.27,470,454.15,4,34,0,0,0,34,0,1042,0,0,15184,13832,656,119,537,13552,2212,11340,,,,,,,,,,,,,,,,,,,,,,359,60,299,0,200,0,0,0,159,,,,,,,,,,,,,1071.85,329.79,2203.18,414.38,3573.75,605.9,427.52,641.94,21163.84,655.1,,,,,,,,,500.38,164.89,845.64,0,1301.91,0,0,309.3
200622015,2006,22015,LA,Bossier Parish,110606,73925,37493,36432,1374,16344,3464,412,52331,small/mid,South,West South Central,23,43340,840.23,1096,103.5,1012.5,103.5,0,1010.5,2,6.75,770.5,43.2,1.95,302.5,2.84,316.83,691.6,3.5,31.5,0,0,0,31.5,0,1301,0,0,12766,11180,1024,76,948,13627,2981,10646,,,,,,,,,,,,,,,,,,,,,,436,59,377,0,245,0,0,0,191,,,,,,,,,,,,,1482.58,276.05,2779.15,491.27,4714.27,1247.11,473.3,578.05,17268.85,428.58,,,,,,,,,589.79,157.36,1034.8,0,1499.02,0,0,364.98
200722015,2007,22015,LA,Bossier Parish,112048,74769,37896,36873,1410,16496,3682,398,52783,small/mid,South,West South Central,23,43340,840.23,1071.86,87,1246,87,0,1245,1,7.91,992,66.89,2.16,275,3.41,163.67,929.05,3,29,0,0,0,29,0,1560,0,0,10348,8528,1318,63,1255,13901,3190,12617,,,,,,,,,,,,,,,,,,,,,,483,63,420,,260,,,,222,,,,,,,,,,,,,1433.56,229.58,3379.17,560.99,6013.58,1816.68,542.71,521,13839.96,218.9,,,,,,,,,645.99,166.24,1139.04,,1576.14,,,420.59
200822015,2008,22015,LA,Bossier Parish,113824,75795,38474,37321,1482,16605,3989,437,53282,small/mid,South,West South Central,23,43340,840.23,1047.71,89,1034,89,0,1034,0,6.54,833,57.07,1.61,233,2.86,10.5,93.5,2.5,0,0,0,0,0,0,1470,0,0,11102,10088,1197,83,1114,14235,3247,10988,,,,,,,,,,,,,,,,,,,,,,439,,,,,,,,,,,,,,,,,,,,,1382.29,231.33,2770.56,441.3,5016.56,1430.68,368.42,437.3,14647.4,13.85,,,,,,,,,579.19,,,,,,,
200922015,2009,22015,LA,Bossier Parish,115187,76558,38788,37770,1568,16590,4245,417,53738,small/mid,South,West South Central,23,43340,840.23,1218.57,97,1117,97,0,1116,1,6.82,772.76,54.69,1.54,258.84,3.1,11,58.95,2,0,0,0,0,0,0,1606,0,0,11856,11648,1167,93,1074,13127,2832,10295,,,,,,,,,,,,,,,,,,,,,,395,50,345,,200,,,,193,,,,,,,,,,,,,1591.7,250.08,2957.37,434.95,4657.99,1288.34,369.3,481.67,15486.3,14.37,,,,,,,,,515.95,128.91,913.42,,1205.55,,,359.15
201022015,2010,22015,LA,Bossier Parish,117669,78129,39455,38674,1668,16741,4637,426,54657,small/mid,South,West South Central,23,43340,840.23,1156.43,93,1139,93,0,1139,0,6.69,653.87,48.45,1.35,270.29,3.15,145,52.4,1.5,0,0,0,0,0,0,1592,0,0,12610,13208,1125,70,1055,12456,2380,10076,,,,,,,,,,,,,,,,,,,,,,440,72,368,,201,,,,236,,,,,,,,,,,,,1480.15,235.71,2945.13,401.08,3905.8,1044.86,316.9,494.52,16139.97,185.59,,,,,,,,,563.17,182.49,951.54,,1200.65,,,431.78
201122015,2011,22015,LA,Bossier Parish,120122,79739,40277,39462,1719,16947,4749,419,55905,small/mid,South,West South Central,23,43340,840.23,1246.79,115,871,115,0,871,0,5.45,419,33.63,0.9,224,2.5,279,70.85,1,39,0,0,9,30,0,1620,0,0,13364,14768,1160,98,1062,10662,2603,8059,,,,,,,,,,,,,,,,,,,,,,442,70,372,,222,,,,217,,,,,,,,,,,,,1563.59,285.52,2207.19,317.04,2472.41,708.15,214.8,400.68,16759.68,349.89,,,,,,,,,554.31,173.8,942.68,,1309.97,,,388.16
201222015,2012,22015,LA,Bossier Parish,123154,81808,40821,40987,1798,17520,4945,427,57118,small/mid,South,West South Central,23,43340,840.23,1337.14,97,1228,97,0,1227,1,6.62,550,15.81,1,409,3.39,509.5,724.3,40.5,52,0,3,4,45,0,1620,0,0,23400,15340,2806,93,2713,12459,2563,9896,,,,,,,,,,,,,,,,,,,,,,434,73,361,,217,,,,215,,,,,,,,,,,,,1634.49,237.62,2996.07,368.19,3139.27,319.72,234.19,716.06,28603.56,622.8,,,,,,,,,530.51,178.83,880.77,,1238.58,,,376.41
201322015,2013,22015,LA,Bossier Parish,124020,81989,40884,41105,1814,17856,5028,432,56859,small/mid,South,West South Central,23,43340,840.23,1171,91.5,1187,91.5,0,1186,1,6.62,710,59,1,473,3.19,404,707.75,16,37,0,0,4,33,0,1608,0,0,19812,15808,1132,104,1028,13515,4055,9460,,,,,,,,,,,,,,,,,,,,,,403,65,338,0,197,0,0,0,206,,,,,,,,,,,,,1428.24,223.8,2887.73,364.94,3976.25,1173.43,231.48,831.88,24164.22,492.75,,,,,,,,,491.53,158.99,822.28,0,1103.27,0,0,362.3
201422015,2014,22015,LA,Bossier Parish,124875,82066,40883,41183,1830,18167,5109,439,56521,small/mid,South,West South Central,23,43340,840.23,1243,86,1146,86,0,1145,1,6.59,697,42,0.95,488,3.15,379,815.2,5,45,0,0,8,37,0,1606,0,0,16224,16276,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,76,352,,195,,,,230,,,,,,,,,,,,,1514.63,210.36,2782.7,360.11,3836.63,822.08,216.4,863.4,19769.45,461.82,,,,,,,,,521.53,185.9,854.72,,1073.37,,,406.93
201522015,2015,22015,LA,Bossier Parish,125577,82479,41094,41385,1847,18472,5228,441,56491,small/mid,South,West South Central,23,43340,840.23,1462,119,1358,119,0,1352,6,8.79,867,54,1.09,552,3.79,434,985.65,0,29,0,0,2,27,0,1805,0,0,12731,10415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772.57,289.58,3281.38,475.91,4693.59,1032.9,247.17,977.15,15435.44,526.19,,,,,,,,,,,,,,,,
201622015,2016,22015,LA,Bossier Parish,125962,82410,41007,41403,1860,18763,5286,430,56071,small/mid,South,West South Central,23,43340,840.23,1455,110,1332,110,0,1332,0,9.85,840,32,1.02,566,3.7,484,898.1,0,33,0,0,0,33,0,1645,0,0,12798,11643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1765.56,268.25,3217.16,529.57,4476.9,605.37,237.21,1009.43,15529.67,587.31,,,,,,,,,,,,,,,,
201722015,2017,22015,LA,Bossier Parish,127058,82779,41294,41485,1899,19236,5251,421,55972,small/mid,South,West South Central,23,43340,840.23,1461,121,1368,121,0,1368,0,11.37,735,31,1,711,3.83,490,975.55,4,32,0,0,0,32,0,1627,0,0,14931,14028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764.94,293.02,3297.58,598.74,3820.96,590.36,237.53,1270.28,18037.18,591.94,,,,,,,,,,,,,,,,
201822015,2018,22015,LA,Bossier Parish,127185,82434,41109,41325,1912,19554,5384,407,55177,small/mid,South,West South Central,23,43340,840.23,1463,119,1389,119,0,1389,0,33,633,229,0,611,0,532,739,0,274,0,0,238,36,0,1627,0,0,14302,13316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1774.75,289.47,3361.16,1725.94,3237.19,4253.34,0,1107.35,17349.64,645.36,,,,,,,,,,,,,,,,
199022017,1990,22017,LA,Caddo Parish,247804,156371,82666,73705,844,59566,1734,372,93855,small/mid,South,West South Central,23,43340,878.52,552.2,33.33,532.2,33.33,0,532.2,0,1.16,457,5.4,0,102,,300.8,211,37.2,9.2,0.6,,0,8.2,0,605.2,0,0,13299,13095.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.13,40.32,722.07,137.44,767.22,311.42,0,108.68,8504.77,192.36,,,,,,,,,,,,,,,,
199122017,1991,22017,LA,Caddo Parish,247111,155199,81885,73314,904,60039,1782,404,92070,small/mid,South,West South Central,23,43340,878.52,587.8,30,558.8,30,0,558.8,0,1.23,459.45,5.6,0,125.99,,348.2,0,39.8,9.8,0.4,,0,8.8,0,649.8,0,0,13937.5,13716.7,,,,,,,1465,76,1389,,1225,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.74,36.64,762.2,136.06,765.25,314.25,0,136.84,8980.41,224.36,943.95,92.81,1894.59,,2040.34,,,259.59,,,,,,,,
199222017,1992,22017,LA,Caddo Parish,249102,156415,82412,74003,966,61557,1851,430,91611,small/mid,South,West South Central,23,43340,878.52,596.4,29.67,580.4,29.67,0,580.4,0,1.31,516,5.8,0,87,,363.6,187,44.4,10.4,0.2,,0,9.4,0,644.4,0,0,15333.86,15152.03,,,,,,,1481,83,1398,,1253,,,,227,,,,,,,,,,,,,905,63,842,,786,0,0,0,119,,,,,,,,,,,,,381.29,36,784.29,135.61,838.25,313.34,0,94.97,9803.32,232.46,946.84,100.71,1889.11,,2035.51,,,247.79,578.59,76.45,1137.79,,1276.87,0,0,129.9
199322017,1993,22017,LA,Caddo Parish,250573,157608,82986,74622,1051,63100,1906,452,91099,small/mid,South,West South Central,23,43340,878.52,666,35.33,685,35.33,0,640,45,1.39,507,3,0,124,,426.33,0,46,11,0,1,0,10,0,705,0,0,16730.21,16587.36,,,,,,,1551,94,1457,,1293,,,,256,,,,,,,,,,,,,1049,88,961,,874,,,,174,,,,,,,,,,,,,422.57,42.57,917.96,132.25,803.49,157.4,0,136.12,10615.08,270.5,984.09,113.27,1952.51,,2049.13,,,281.01,665.58,106.04,1287.82,,1385.1,,,191
199422017,1994,22017,LA,Caddo Parish,250723,157886,82974,74912,1100,64259,2000,493,90034,small/mid,South,West South Central,23,43340,878.52,660,41,602,41,0,598,4,0,524,7,0,112,,486.67,43.4,37.2,14.8,0,1,0,11.83,0,765,0,0,18126.57,18022.69,,,,,,,1635,94,1541,,1371,,,,262,,,,,,,,,,,,,1127,83,1044,,940,,,,186,,,,,,,,,,,,,418.02,49.41,803.61,0,815.45,350,0,124.4,11480.8,308.24,1035.56,113.29,2057.08,,2133.55,,,291,713.81,100.03,1393.64,,1462.83,,,206.59
199522017,1995,22017,LA,Caddo Parish,251959,159240,83541,75699,1166,65924,2113,517,89520,small/mid,South,West South Central,23,43340,878.52,762,72,856,72,0,843,13,0,758,7.19,0,164,,547,86.8,28.4,18.6,0,1,0,13.67,0,1205,0,0,19522.93,19458.01,,,,,,,1731,112,1619,,1466,,,,264,,,,,,,,,,,,,1120,92,1028,,948,0,0,0,172,,,,,,,,,,,,,478.52,86.19,1130.79,0,1149.81,340.27,0,183.2,12260.07,343.51,1087.04,134.07,2138.73,,2223.77,,,294.91,703.34,110.13,1358.01,,1438.02,0,0,192.14
199622017,1996,22017,LA,Caddo Parish,251703,159869,83799,76070,1233,67292,2174,551,88619,small/mid,South,West South Central,23,43340,878.52,974,102,907,102,0,907,0,0,797,4,0,208,,641,130.2,19.6,22.4,0,1,0,15.5,0,1199,0,0,20919.29,20893.34,,,,,,,1713,105,1608,,1409,,,,301,,,,,,,,,,,,,1160,102,1058,,924,,,,234,,,,,,,,,,,,,609.25,121.72,1192.32,0,1184.39,183.99,0,234.71,13085.27,400.95,1071.5,125.3,2113.84,,2093.86,,,339.66,725.59,121.72,1390.82,,1373.12,,,264.05
199722017,1997,22017,LA,Caddo Parish,252025,160822,84209,76613,1278,68639,2279,596,88030,small/mid,South,West South Central,23,43340,878.52,1116,140,1003,140,0,1003,0,0,898,6.65,0,240,,735,173.6,10.8,26.2,0,1,0,17.33,0,1195,0,0,22315.64,22328.67,,,,,,,1717,116,1601,,1412,0,0,5,300,,,,,,,,,,,,,1243,112,1131,,1016,,,,224,,,,,,,,,,,,,693.93,166.25,1309.18,0,1308.29,291.79,0,272.63,13875.99,457.03,1067.64,137.75,2089.72,,2057.14,0,0,340.79,772.9,133,1476.25,,1480.21,,,254.46
199822017,1998,22017,LA,Caddo Parish,251782,161247,84323,76924,1310,69615,2355,644,87323,small/mid,South,West South Central,23,43340,878.52,1154,130,1033,130,0,1033,0,0,899,7,0,257,,747,217,2,30,0,1,0,19.17,0,1205,0,0,23712,23764,,,,,,,1771,105,1666,,1401,0,0,8,362,,,,,,,,,,,,,1336,119,1217,,1045,,,,289,,,,,,,,,,,,,715.67,154.17,1342.88,0,1291.39,297.24,0,294.31,14705.39,463.26,1098.32,124.52,2165.77,,2012.5,0,0,414.55,828.54,141.12,1582.08,,1501.11,,,330.96
199922017,1999,22017,LA,Caddo Parish,251876,161791,84505,77286,1388,70658,2458,668,86619,small/mid,South,West South Central,23,43340,878.52,1162,108,1065,108,0,1062,3,2.29,917,5,1,249,0,835,1243.15,4.9,22,0,1,0,21,0,1205,0,0,21372,19292,,,,,,,1804,142,1662,0,1422,0,0,4,378,,,,,,,,,,,,,1375,129,1246,0,1092,0,0,0,283,,,,,,,,,,,,,718.21,127.8,1378,164.99,1297.8,203.42,149.7,287.47,13209.63,516.1,1115.02,168.04,2150.45,0,2012.51,0,0,436.39,849.86,152.65,1612.19,0,1545.47,0,0,326.72
200022017,2000,22017,LA,Caddo Parish,250990,161583,84308,77275,1417,71383,2531,698,85554,small/mid,South,West South Central,23,43340,878.52,1119.17,101.5,1019.17,101.5,0,1019.17,0,2.26,873.83,6.96,0,239,0,614.83,195.3,1.8,46.83,0,1,0,28.83,0,1216.67,0,0,18191.33,18954,1083,90,993,17497,3533,13964,,,,,,,,,,,,,,,,,,,,,,1236,135,1101,0,967,0,0,0,269,,,,,,,,,,,,,692.63,120.39,1318.89,159.49,1224.14,274.99,0,279.36,11258.2,380.5,,,,,,,,,764.93,160.13,1424.78,0,1354.66,0,0,314.42
200122017,2001,22017,LA,Caddo Parish,249815,161746,84365,77381,1480,71908,2688,734,84936,small/mid,South,West South Central,23,43340,878.52,1167.33,116,1030.33,116,0,1030.33,0,2.24,895.67,4.92,1,244,0,800.67,427.45,4.7,38.67,0,1,0,36.67,0,1228.33,0,0,17662.67,19084,1125,97,1028,16274,3202,13072,,,,,,,,,,,,,,,,,,,,,,1151,104,1047,0,921,0,0,0,230,,,,,,,,,,,,,721.71,137.5,1331.5,151.35,1245.58,183.04,136.24,287.28,10920,495.02,,,,,,,,,711.61,123.27,1353.05,0,1280.8,0,0,270.79
200222017,2002,22017,LA,Caddo Parish,248753,161613,84296,77317,1556,72408,2852,721,84076,small/mid,South,West South Central,23,43340,878.52,1200.5,129.5,1053.5,129.5,0,1053.5,0,2.25,906.5,9.88,0.99,267,0,881.5,386.6,1.6,45.5,0,1,0,44.5,0,1240,0,0,16302,21866,1164,115,1049,14673,2831,11842,,,,,,,,,,,,,,,,,,,,,,1176,108,1068,0,928,0,0,0,248,,,,,,,,,,,,,742.82,153.63,1362.57,144.6,1251.93,346.42,137.31,317.57,10087.06,545.44,,,,,,,,,727.66,128.12,1381.33,0,1281.63,0,0,294.97
